timestamp,open,high,low,close
1753557420,1070.11,1072.14,1069.26,1071.36
1753557480,1071.66,1072.52,1071.66,1072.36
1753557540,1071.81,1074.02,1071.34,1072.78
1753557600,1072.55,1072.55,1070.67,1071.34
1753557660,1071.34,1072.46,1070.75,1072.2
1753557720,1072.25,1073.34,1071.95,1072.93
1753557780,1072.9,1074.13,1072,1073.44
1753557840,1073.48,1073.96,1072.67,1072.67
1753557900,1072.5,1074.56,1072.47,1074.56
1753557960,1074.7,1074.7,1073.73,1073.9
1753558020,1073.92,1074.57,1073.43,1073.87
1753558080,1073.56,1073.94,1072.64,1073.17
1753558140,1072.81,1074.39,1071.49,1071.52
1753558200,1071.44,1072.48,1071.19,1072.12
1753558260,1072.11,1072.31,1070.55,1070.72
1753558320,1070.83,1072.96,1070.83,1072.26
1753558380,1072.36,1073.04,1070.1,1070.1
1753558440,1070.01,1070.27,1068.63,1068.76
1753558500,1069.04,1069.3,1067.39,1068.31
1753558560,1067.87,1068.75,1066.7,1066.7
1753558620,1066.3,1066.93,1065.6,1065.9
1753558680,1065.96,1066.62,1064.8,1065.45
1753558740,1065.8,1065.96,1064.66,1065.32
1753558800,1065.64,1066.53,1065.13,1065.79
1753558860,1065.24,1065.71,1064.74,1065.54
1753558920,1065.38,1066.6,1063.48,1063.56
1753558980,1063.23,1063.23,1061.39,1062.88
1753559040,1062.97,1064.63,1062.4,1064.27
1753559100,1064.09,1065.73,1064.09,1064.82
1753559160,1064.85,1065.48,1064.47,1065.19
1753559220,1065.31,1067.75,1065.31,1067.55
1753559280,1067.56,1069.42,1067.18,1069.36
1753559340,1069,1069.67,1067.7,1069.65
1753559400,1069.64,1071.76,1069.32,1071.05
1753559460,1071.04,1072.7,1071.04,1071.87
1753559520,1072.01,1075.4,1071.78,1075
1753559580,1074.81,1075.81,1074.38,1074.45
1753559640,1075.08,1075.54,1072.09,1072.09
1753559700,1072.49,1074.43,1072.49,1073.6
1753559760,1073.09,1073.48,1072.39,1072.61
1753559820,1072.63,1073.84,1072.63,1072.75
1753559880,1073.14,1074,1072.34,1073.19
1753559940,1072.85,1073.4,1071.88,1072.44
1753560000,1072.59,1073.19,1070.38,1071.38
1753560060,1071,1071.36,1069.06,1069.13
1753560120,1069.18,1069.31,1067.09,1068.33
1753560180,1068.41,1068.79,1066.83,1068.65
1753560240,1068.42,1070.73,1068.42,1070.21
1753560300,1070.11,1071.49,1070.03,1070.03
1753560360,1069.98,1070.35,1068.49,1070.05
1753560420,1069.72,1070.88,1068.66,1068.9
1753560480,1068.56,1069.16,1067.76,1069.16
1753560540,1068.87,1069.85,1068.37,1069.24
1753560600,1068.74,1068.74,1065.35,1065.35
1753560660,1065.14,1067.79,1064.17,1067.65
1753560720,1068.16,1068.18,1066.96,1067.53
1753560780,1067.5,1069.81,1066.94,1069.08
1753560840,1069,1070.03,1068.32,1068.43
1753560900,1068.46,1069.31,1067.7,1068.73
1753560960,1068.23,1069,1066.89,1067.71
1753561020,1068.03,1069.19,1067.5,1068.56
1753561080,1068.35,1070.26,1067.61,1069.89
1753561140,1070.26,1070.39,1067.09,1067.51
1753561200,1067.67,1069.81,1067.26,1069.11
1753561260,1069.03,1069.29,1066.64,1067.08
1753561320,1067.09,1069.35,1066.72,1069.28
1753561380,1069.06,1070.6,1069,1070.54
1753561440,1071.03,1071.78,1068.74,1068.74
1753561500,1069.23,1069.82,1068.66,1069.51
1753561560,1069.53,1070.68,1068.63,1070.26
1753561620,1070.14,1070.69,1069.23,1069.83
1753561680,1069.84,1070.29,1069.09,1070.1
1753561740,1069.81,1069.81,1067.44,1069.25
1753561800,1069.64,1070.52,1068.95,1068.95
1753561860,1068.7,1068.7,1066.66,1067.4
1753561920,1067.32,1069.11,1066.33,1069.11
1753561980,1069.2,1070.47,1069.05,1070.28
1753562040,1070.19,1070.75,1068.32,1068.74
1753562100,1068.68,1069.38,1066.3,1066.96
1753562160,1066.94,1067.01,1065.14,1065.53
1753562220,1065.53,1068.42,1065.27,1068.27
1753562280,1068.14,1070.78,1066.97,1070.78
1753562340,1070.93,1071.51,1070.48,1071.08
1753562400,1071.77,1072.76,1071.35,1072.41
1753562460,1072.17,1072.85,1071.38,1072.85
1753562520,1073.11,1073.11,1071.16,1072.35
1753562580,1072.33,1072.33,1071.16,1071.68
1753562640,1071.74,1071.91,1069.84,1070.29
1753562700,1070.67,1071.42,1069.57,1071.1
1753562760,1071.07,1072.07,1069.38,1069.74
1753562820,1069.46,1070.62,1069.46,1069.75
1753562880,1069.55,1069.77,1067.27,1067.27
1753562940,1066.93,1068.16,1066.91,1067.22
1753563000,1067.58,1070.63,1067.58,1070.09
1753563060,1070.16,1071.54,1070.14,1070.14
1753563120,1070.23,1070.23,1067.8,1068.17
1753563180,1068.14,1068.55,1067.15,1068.49
1753563240,1068.44,1068.44,1066.65,1066.84
1753563300,1066.6,1066.99,1065.65,1066.46
1753563360,1066.94,1068.13,1066.4,1066.94
1753563420,1066.49,1066.98,1065.52,1066.59
1753563480,1066.57,1067.22,1066.03,1066.67
1753563540,1066.72,1067.85,1066.63,1067
1753563600,1066.74,1066.74,1064.24,1066.33
1753563660,1066.34,1068.64,1065.69,1068.64
1753563720,1068.67,1070.72,1068.67,1069.6
1753563780,1069.47,1069.47,1068.13,1068.13
1753563840,1067.93,1067.93,1065.97,1066.36
1753563900,1066.43,1066.69,1064.79,1064.95
1753563960,1064.95,1065.8,1064.25,1064.68
1753564020,1064.72,1065.93,1064.09,1065.7
1753564080,1065.88,1068.76,1065.88,1067.8
1753564140,1067.68,1067.96,1066.09,1067.57
1753564200,1067.77,1068.6,1067.31,1068.6
1753564260,1069.13,1070.94,1068.52,1070.8
1753564320,1070.6,1071.11,1068.95,1069.68
1753564380,1070.32,1071.7,1070.32,1070.56
1753564440,1071.25,1073.39,1071.25,1073.39
1753564500,1073.51,1075.91,1073.2,1075.05
1753564560,1075.27,1078.6,1074.62,1078.48
1753564620,1078.58,1078.58,1075.22,1077.39
1753564680,1077.22,1080.21,1077.22,1079.72
1753564740,1080.03,1080.87,1078.63,1078.87
1753564800,1078.98,1081.1,1078.21,1079.85
1753564860,1079.98,1080.82,1079.87,1080.41
1753564920,1079.82,1080.65,1079.36,1079.49
1753564980,1079.98,1080.01,1077.79,1078.1
1753565040,1077.95,1078.6,1077.54,1078.04
1753565100,1078.4,1079.49,1077.67,1078.15
1753565160,1078.36,1079.03,1077.88,1077.88
1753565220,1078.08,1078.46,1075.76,1075.76
1753565280,1075.97,1075.97,1072.9,1072.97
1753565340,1073.01,1073.8,1072.43,1072.46
1753565400,1072.49,1072.49,1069.83,1069.94
1753565460,1069.75,1073.05,1069.75,1073.03
1753565520,1072.85,1073.7,1071.77,1072.18
1753565580,1071.89,1074.81,1071.89,1074.37
1753565640,1074.23,1074.82,1073.41,1074.82
1753565700,1074.74,1075.03,1071.84,1071.91
1753565760,1072.09,1074.44,1072.01,1073.76
1753565820,1074,1074,1072,1072.99
1753565880,1072.87,1074.69,1072.7,1074.69
1753565940,1074.46,1077.35,1073.89,1077.19
1753566000,1077.46,1078.54,1076.92,1078.54
1753566060,1078.62,1078.91,1076.11,1076.9
1753566120,1076.72,1077.98,1076.04,1076.26
1753566180,1076.01,1080.52,1075.96,1080.52
1753566240,1080.28,1080.48,1079,1079.6
1753566300,1080.14,1081.87,1080.14,1080.93
1753566360,1081.5,1082.9,1081.44,1082.72
1753566420,1082.93,1085.08,1082.73,1084.93
1753566480,1085.07,1085.42,1083.45,1083.89
1753566540,1083.71,1083.85,1081.94,1082.59
1753566600,1082.7,1085.35,1082.7,1084.83
1753566660,1085.17,1086.68,1084.97,1085.96
1753566720,1085.98,1086.19,1083.81,1084.29
1753566780,1084.29,1087.62,1084.29,1087.6
1753566840,1087.75,1091.14,1087.75,1090.68
1753566900,1090.65,1091.08,1089.71,1090.81
1753566960,1091.07,1091.07,1089.25,1089.53
1753567020,1089.77,1090.53,1089.12,1089.12
1753567080,1089.43,1089.77,1088.17,1089.77
1753567140,1089.48,1089.83,1088.1,1088.59
1753567200,1089.02,1089.04,1086.21,1086.48
1753567260,1086.51,1089.45,1086.19,1089.43
1753567320,1089.45,1091.22,1088.74,1090.72
1753567380,1090.41,1090.85,1088.57,1088.57
1753567440,1088.6,1090.02,1087.87,1089.98
1753567500,1089.81,1089.81,1089.01,1089.37
1753567560,1089.7,1089.74,1087.41,1087.41
1753567620,1087.23,1087.55,1085.23,1085.36
1753567680,1085.55,1086.4,1083.85,1083.85
1753567740,1083.76,1084.37,1082.01,1083.1
1753567800,1083.17,1083.17,1081.41,1082.45
1753567860,1082.2,1083.53,1081.81,1082.39
1753567920,1082.67,1084.7,1082.67,1084.5
1753567980,1084.33,1085.71,1084.02,1085.1
1753568040,1085.17,1085.35,1082.96,1085.08
1753568100,1084.65,1086.41,1084.51,1086.15
1753568160,1086.17,1087.25,1085.08,1085.08
1753568220,1085.12,1085.12,1082.04,1083.53
1753568280,1083.08,1084.51,1082.93,1083.76
1753568340,1083.56,1083.62,1082.16,1082.38
1753568400,1082.57,1083.21,1082.03,1082.36
1753568460,1082.51,1083.7,1082.1,1083.7
1753568520,1083.96,1084.81,1082.28,1084.81
1753568580,1085.03,1085.06,1083.41,1083.49
1753568640,1083.4,1084.64,1082.99,1084.55
1753568700,1084.39,1085.03,1083.9,1084.44
1753568760,1084.73,1086.24,1084.34,1086.2
1753568820,1086.42,1087.79,1085.89,1087.15
1753568880,1087.43,1088.02,1085.87,1085.87
1753568940,1085.76,1086.84,1083.84,1083.84
1753569000,1083.54,1084.1,1083.34,1083.64
1753569060,1083.5,1083.78,1080.97,1081.57
1753569120,1081.5,1084.29,1081.09,1084.13
1753569180,1084.48,1084.87,1083.33,1084.16
1753569240,1084.29,1084.5,1082.54,1082.99
1753569300,1083.04,1083.32,1082.49,1083.25
1753569360,1083.03,1084.43,1082.91,1084.31
1753569420,1083.83,1084.18,1082.06,1082.77
1753569480,1083.11,1083.26,1079.49,1079.97
1753569540,1080.14,1081.35,1079.44,1081.03
1753569600,1081.37,1081.37,1078.57,1078.67
1753569660,1078.73,1081.38,1078.52,1081.38
1753569720,1081.34,1082.14,1080.5,1081.32
1753569780,1081.39,1082.02,1080.47,1081.25
1753569840,1080.96,1082.9,1080.77,1082.52
1753569900,1082.77,1082.77,1081.02,1081.87
1753569960,1082.11,1083.65,1081.93,1082.63
1753570020,1082.45,1082.45,1080.82,1081.47
1753570080,1081.55,1082.5,1081.44,1082.22
1753570140,1081.83,1083.98,1081.83,1083.21
1753570200,1083.11,1086.15,1082.55,1086.06
1753570260,1086.38,1087.43,1086.29,1086.88
1753570320,1087.06,1087.41,1086.26,1087.26
1753570380,1087.08,1089.4,1086.92,1088.93
1753570440,1088.67,1088.67,1086.93,1087.07
1753570500,1087.62,1091.16,1087.53,1091.16
1753570560,1091.11,1091.75,1089.09,1089.19
1753570620,1089.54,1090.85,1089.46,1090.82
1753570680,1091.47,1091.47,1089.85,1090.23
1753570740,1090.31,1092.52,1090.08,1091.62
1753570800,1091.55,1091.99,1090.52,1091.86
1753570860,1091.97,1093.25,1091.97,1092.57
1753570920,1092.2,1093.75,1091.82,1093.45
1753570980,1093.73,1094.06,1092.52,1093.85
1753571040,1093.88,1094.28,1092.87,1092.87
1753571100,1092.65,1094.18,1091.84,1093.94
1753571160,1093.86,1095.73,1093.82,1095.03
1753571220,1094.94,1095.67,1093.86,1094.19
1753571280,1094.43,1095.34,1094.13,1095.34
1753571340,1095.3,1095.51,1094.57,1094.57
1753571400,1094.91,1094.91,1093.2,1093.83
1753571460,1094.1,1095.95,1093.31,1095.2
1753571520,1095.24,1095.79,1094.07,1095.36
1753571580,1095.73,1097.21,1095.48,1095.71
1753571640,1094.99,1098.05,1094.97,1097.77
1753571700,1098.06,1099.23,1097.69,1098.05
1753571760,1098.22,1098.55,1097.51,1098
1753571820,1097.9,1098.9,1094.16,1094.16
1753571880,1094.27,1097.15,1094.27,1097.15
1753571940,1096.98,1098.27,1095.22,1095.48
1753572000,1095.59,1095.94,1094.45,1094.45
1753572060,1094.94,1095.47,1094.22,1094.79
1753572120,1094.82,1097.98,1094.82,1097.98
1753572180,1097.93,1099.63,1097.93,1098.78
1753572240,1098.65,1101.74,1098.65,1101.67
1753572300,1101.46,1102.02,1100.3,1100.46
1753572360,1100.59,1102.01,1100.37,1100.52
1753572420,1100.17,1100.28,1098.03,1098.07
1753572480,1097.94,1097.94,1095.87,1096.51
1753572540,1096.23,1098.13,1096.23,1097.35
1753572600,1097.54,1098.21,1096.5,1098.21
1753572660,1098.14,1100.84,1098.06,1100.84
1753572720,1100.94,1101.74,1099.71,1100.32
1753572780,1100,1100.44,1098.88,1099.62
1753572840,1099.73,1099.92,1098.65,1098.91
1753572900,1098.99,1100.11,1097.09,1097.09
1753572960,1096.79,1097.85,1095.4,1095.4
1753573020,1095.13,1095.95,1094.49,1095.94
1753573080,1095.67,1097.95,1095.25,1097.52
1753573140,1097.5,1098.3,1096.89,1097.82
1753573200,1097.76,1099.54,1096.47,1098.39
1753573260,1098.28,1098.81,1097.39,1097.56
1753573320,1097.48,1098.46,1096.54,1096.98
1753573380,1097.23,1098.05,1096.06,1097.14
1753573440,1096.91,1097.01,1095.45,1095.45
1753573500,1094.85,1095.92,1093.68,1095.52
1753573560,1095.06,1095.23,1093.6,1094.57
1753573620,1094.71,1096.7,1094.71,1095.88
1753573680,1095.51,1098.13,1094.57,1098.13
1753573740,1097.87,1098.54,1096.86,1097.17
1753573800,1097.49,1097.86,1094.97,1094.97
1753573860,1095.16,1096.27,1095.16,1095.91
1753573920,1095.98,1096.61,1095.3,1095.32
1753573980,1095.43,1095.43,1093.28,1093.28
1753574040,1093.47,1094.01,1092.54,1093.75
1753574100,1093.66,1094.76,1092.94,1093.92
1753574160,1094.01,1094.51,1092.96,1093.67
1753574220,1093.57,1094.04,1092.28,1092.79
1753574280,1092.64,1092.91,1091.04,1091.04
1753574340,1090.72,1091.04,1089.26,1090.51
1753574400,1091.05,1093.14,1090.71,1091.89
1753574460,1091.85,1092.12,1089.38,1089.38
1753574520,1089.48,1090.3,1087.97,1089.1
1753574580,1089.35,1089.39,1088.15,1088.75
1753574640,1088.73,1091.66,1088.36,1091.47
1753574700,1091.68,1094.97,1091.6,1094.51
1753574760,1094.98,1095.77,1092.28,1092.28
1753574820,1092.07,1093.01,1090.6,1092.88
1753574880,1093.07,1093.63,1092.43,1092.44
1753574940,1092.41,1092.85,1091.61,1092.18
1753575000,1092.46,1095.05,1092.32,1095.05
1753575060,1095.11,1097.41,1093.96,1097.19
1753575120,1096.95,1097.86,1095.67,1096.75
1753575180,1096.66,1098.32,1096.14,1098.27
1753575240,1097.92,1099.56,1097.66,1099.56
1753575300,1099.48,1100.26,1098.84,1099.62
1753575360,1099.47,1099.64,1098.09,1099.23
1753575420,1099.33,1100.87,1099.33,1100.23
1753575480,1100.47,1103.13,1100.47,1102.57
1753575540,1102.38,1103.2,1101.9,1103.2
1753575600,1102.86,1102.94,1099.55,1099.87
1753575660,1099.32,1099.83,1098.95,1099.09
1753575720,1098.89,1100.9,1098.14,1100.24
1753575780,1100.07,1102.64,1100.07,1102.64
1753575840,1102.55,1103.16,1101.21,1101.36
1753575900,1101.45,1102.33,1099.88,1099.88
1753575960,1099.93,1101.96,1099.93,1101.01
1753576020,1101.43,1101.8,1100.3,1101.11
1753576080,1100.78,1102.26,1100.53,1100.53
1753576140,1100.71,1101.64,1100.19,1100.65
1753576200,1100.48,1102.94,1100.48,1101.78
1753576260,1101.51,1102.69,1100.07,1100.07
1753576320,1099.73,1101.03,1098.67,1100.63
1753576380,1100.84,1101.99,1100.32,1101.99
1753576440,1102.01,1102.79,1100.38,1100.38
1753576500,1100.57,1100.68,1099.33,1100.67
1753576560,1100.53,1101.02,1099.72,1100.83
1753576620,1100.93,1102.55,1100.19,1102.34
1753576680,1102.25,1102.61,1100.92,1102.21
1753576740,1102.17,1103.9,1102.17,1103.5
1753576800,1103.29,1103.77,1101.66,1102.23
1753576860,1101.67,1101.87,1099.06,1099.5
1753576920,1099.19,1099.62,1098.63,1098.68
1753576980,1098.64,1099.67,1098.08,1098.08
1753577040,1098.09,1098.23,1096.42,1097.9
1753577100,1097.46,1097.85,1094.92,1095.27
1753577160,1095.24,1097.94,1094.69,1097.94
1753577220,1097.81,1098.17,1096.67,1096.67
1753577280,1096.51,1096.96,1095.59,1096.59
1753577340,1096.18,1098.3,1096.18,1097.7
1753577400,1097.74,1099.83,1097.74,1099.83
1753577460,1099.73,1100.84,1099.58,1099.85
1753577520,1100.29,1102.23,1099.95,1101.88
1753577580,1102.03,1102.26,1101.13,1102.1
1753577640,1102.17,1103.32,1101.12,1102.34
1753577700,1102.32,1102.32,1100.33,1101.16
1753577760,1100.88,1103.69,1100.86,1102.4
1753577820,1102.38,1105.21,1102.38,1104.62
1753577880,1104.3,1104.76,1103.15,1103.15
1753577940,1103.07,1103.81,1101.85,1103.38
1753578000,1103.19,1103.48,1101.54,1102.25
1753578060,1101.69,1101.69,1099.69,1100.91
1753578120,1100.96,1102.5,1100.64,1101.65
1753578180,1101.78,1103.59,1101.26,1102.66
1753578240,1102.13,1102.7,1099.65,1100.57
1753578300,1100.84,1102.45,1100.84,1102.19
1753578360,1102.17,1103.11,1102.17,1103.04
1753578420,1103.52,1104.25,1102.28,1103.01
1753578480,1102.6,1104.04,1102.6,1103.57
1753578540,1103.44,1104.08,1101.89,1103
1753578600,1103.04,1104.43,1102.55,1103.06
1753578660,1103.17,1103.17,1101.25,1101.47
1753578720,1101.97,1103.41,1101.87,1103.31
1753578780,1103.65,1104.88,1103.55,1103.65
1753578840,1103.5,1105.34,1102.67,1104.56
1753578900,1104.45,1104.96,1102.82,1103.26
1753578960,1103.21,1104.77,1102.33,1104.77
1753579020,1104.26,1106.37,1103.54,1104.89
1753579080,1104.73,1105.48,1103.86,1105.09
1753579140,1105.36,1105.83,1103.1,1104.4
1753579200,1104.52,1105.55,1103.7,1103.93
1753579260,1103.79,1103.79,1101.61,1102.61
1753579320,1102.37,1102.37,1098.83,1099.79
1753579380,1100.03,1101.78,1099.19,1101.69
1753579440,1101.89,1103.92,1100.78,1103.92
1753579500,1104.33,1104.38,1102.17,1102.68
1753579560,1102.87,1104.12,1102.12,1104.12
1753579620,1104.23,1105.17,1103.7,1104.97
1753579680,1104.72,1104.78,1102.1,1102.32
1753579740,1102.17,1102.46,1101.17,1102.21
1753579800,1101.86,1102.53,1097.53,1097.97
1753579860,1097.14,1099.52,1096.97,1098.16
1753579920,1098.07,1098.77,1097.76,1097.98
1753579980,1098.07,1099.25,1097.43,1098.39
1753580040,1097.7,1099.46,1097.7,1098.12
1753580100,1097.83,1098.6,1097.55,1098.37
1753580160,1098.62,1098.99,1097.43,1097.97
1753580220,1098.39,1098.39,1096.12,1096.74
1753580280,1096.66,1098.4,1096.42,1096.42
1753580340,1096.99,1096.99,1094.04,1094.95
1753580400,1095.15,1095.3,1094.18,1094.63
1753580460,1095.18,1095.48,1094.33,1094.33
1753580520,1094.63,1095.02,1090.57,1090.57
1753580580,1091.31,1092.43,1091.08,1091.83
1753580640,1091.66,1092.1,1090.72,1090.79
1753580700,1090.66,1091.64,1090.12,1091.64
1753580760,1091.73,1092.35,1091.12,1091.9
1753580820,1092.55,1092.55,1090.67,1091.88
1753580880,1091.86,1092.45,1091.46,1092.45
1753580940,1092.92,1093.52,1090.96,1093.26
1753581000,1093.27,1095.21,1093.27,1093.86
1753581060,1093.68,1093.68,1090.13,1090.51
1753581120,1090.67,1091.97,1090.13,1091.97
1753581180,1091.84,1093.52,1091.28,1093.52
1753581240,1093.64,1094.16,1091.8,1092.83
1753581300,1092.99,1094.05,1091.73,1092.08
1753581360,1091.75,1092.12,1090.63,1091.06
1753581420,1091.09,1091.67,1089.58,1090.01
1753581480,1089.53,1089.53,1086.35,1086.35
1753581540,1086.33,1087.34,1086.33,1086.67
1753581600,1086.43,1086.43,1084.56,1084.56
1753581660,1084.39,1084.83,1082.01,1082.01
1753581720,1081.94,1081.94,1080,1080
1753581780,1079.95,1080.26,1079.05,1079.66
1753581840,1079.43,1079.75,1078.09,1078.09
1753581900,1078.23,1079.02,1077.72,1077.88
1753581960,1077.53,1080.13,1077.11,1080
1753582020,1080.26,1081,1078.22,1078.79
1753582080,1078.44,1079.02,1078.01,1078.98
1753582140,1079.47,1080.11,1077.36,1077.43
1753582200,1077.19,1077.95,1076.18,1077.86
1753582260,1077.42,1078.24,1075.37,1075.94
1753582320,1076,1076.31,1075.24,1075.91
1753582380,1076.09,1076.7,1075.37,1076.26
1753582440,1076.08,1077.43,1075.76,1077.37
1753582500,1077.72,1079.7,1077.5,1079.57
1753582560,1078.99,1081.56,1078.28,1081.56
1753582620,1081.42,1083.12,1080.19,1083.12
1753582680,1083.59,1084.74,1082.97,1084.47
1753582740,1084.05,1085.91,1083.78,1085.91
1753582800,1085.92,1086.81,1084.39,1085.66
1753582860,1085.58,1087.45,1085.35,1087.45
1753582920,1087.45,1088.7,1087.2,1088.33
1753582980,1088.48,1089.19,1088.48,1088.93
1753583040,1088.73,1091.23,1088.63,1090.88
1753583100,1090.46,1092.7,1089.91,1092.31
1753583160,1092.52,1094.24,1092.52,1094.04
1753583220,1094.54,1096.49,1094.18,1094.97
1753583280,1095.05,1095.06,1091.4,1091.56
1753583340,1091.64,1093.63,1091.43,1093.12
1753583400,1092.43,1093.14,1090.42,1093.11
1753583460,1092.8,1094.78,1092.8,1093.82
1753583520,1094.08,1094.22,1090.77,1091.19
1753583580,1090.63,1093.63,1090.63,1093.63
1753583640,1093.69,1095.4,1093.69,1094.8
1753583700,1095.08,1098.05,1094.91,1098.05
1753583760,1097.86,1099.05,1097.27,1098.19
1753583820,1098.34,1099.09,1097.28,1098.93
1753583880,1098.98,1098.98,1095.99,1095.99
1753583940,1096.05,1099.07,1095.75,1098.37
1753584000,1098.36,1099.21,1097.04,1098.69
1753584060,1099.23,1099.23,1097.44,1097.54
1753584120,1097.83,1099.92,1097.83,1099.72
1753584180,1100.05,1104,1100.02,1103.35
1753584240,1103.15,1105.06,1103.03,1104.7
1753584300,1104.54,1104.89,1102.89,1103.72
1753584360,1103.64,1104.82,1102.87,1104.56
1753584420,1104.88,1105.99,1104.31,1104.69
1753584480,1104.55,1104.55,1102.82,1102.82
1753584540,1102.86,1103.28,1101.56,1102.71
1753584600,1102.79,1104.13,1102.34,1103.98
1753584660,1104.14,1105.39,1103.16,1105.39
1753584720,1105.16,1106.22,1104.1,1104.8
1753584780,1104.32,1105.09,1103.37,1103.81
1753584840,1103.69,1104.25,1102.85,1103.28
1753584900,1103.61,1105.27,1103.4,1105.09
1753584960,1105.27,1105.56,1103.8,1105.18
1753585020,1105.01,1106.4,1103.57,1104.17
1753585080,1104.26,1104.7,1103.27,1104.44
1753585140,1104.28,1106.52,1104.28,1105.84
1753585200,1105.54,1106.28,1105.25,1105.27
1753585260,1104.77,1106.54,1103.84,1103.92
1753585320,1103.8,1105.65,1103.67,1104.16
1753585380,1104.19,1104.39,1100.81,1101.15
1753585440,1100.94,1101.39,1099.98,1101.39
1753585500,1101.38,1102.52,1101,1102.13
1753585560,1102.16,1103.24,1099.38,1099.67
1753585620,1099.38,1101.24,1099.19,1099.56
1753585680,1099.84,1102.38,1099.69,1101.13
1753585740,1100.59,1102.88,1100.59,1102.59
1753585800,1102.15,1102.36,1101.21,1101.41
1753585860,1101.16,1101.16,1098.69,1099.04
1753585920,1099.05,1101.78,1098.89,1101.37
1753585980,1101.08,1101.36,1099.43,1101.36
1753586040,1101.22,1101.62,1099.94,1100.37
1753586100,1100.75,1101.15,1099.44,1100.99
1753586160,1101.12,1101.28,1100.24,1100.62
1753586220,1100.85,1101.48,1099.98,1100.65
1753586280,1101.01,1102.84,1100.79,1101.49
1753586340,1101.21,1102.36,1100.61,1102.34
1753586400,1101.94,1102.42,1099.47,1100.05
1753586460,1099.98,1100.5,1098.97,1098.99
1753586520,1098.96,1101.65,1098.96,1101.65
1753586580,1100.96,1102.99,1100.72,1102.34
1753586640,1102.57,1102.57,1098.67,1098.71
1753586700,1098.72,1099.08,1098.04,1098.83
1753586760,1099.3,1099.84,1099.11,1099.77
1753586820,1099.33,1099.83,1097.09,1099.83
1753586880,1099.48,1100.27,1098.58,1099.38
1753586940,1099.44,1100.87,1099.28,1099.41
1753587000,1099.38,1100.38,1098.73,1100.23
1753587060,1100.23,1102.4,1100.23,1101.98
1753587120,1101.76,1103.82,1101.76,1103.82
1753587180,1104.1,1104.46,1103.02,1104.31
1753587240,1104.06,1105.87,1103.54,1105.32
